种子ID,星区数量,磁石总数,蓝巨星总数,0型恒星总数
68581935,33,5,0,2
69304753,33,5,0,2
75871887,33,5,0,2
76772017,33,5,1,1
83264288,33,5,1,2
83971116,33,5,0,1
84513201,33,5,0,1
87411515,33,5,0,3
89314546,33,5,0,1
89428979,33,5,0,2
90468371,33,5,1,1
94231773,33,5,0,3
94582922,33,5,1,1
95302937,33,5,0,1
98307086,33,5,1,3
99137687,33,5,0,1
933944,34,5,0,2
2316497,34,5,0,1
3490004,34,5,0,1
3547845,34,5,1,1
4789871,34,5,0,4
6706196,34,5,0,1
8401650,34,5,1,3
11515603,34,5,0,3
12479450,34,5,0,1
13387819,34,5,1,2
15490431,34,5,0,2
16652704,34,5,0,1
18092855,34,5,2,3
18283699,34,5,1,1
21653353,34,5,0,1
22379235,34,5,0,2
22707225,34,5,0,1
23904098,34,5,0,2
25521466,34,5,1,1
26751819,34,5,1,1
28294628,34,5,2,1
29203531,34,5,0,1
29345248,34,5,1,1
31493042,34,5,1,1
31755318,34,5,0,2
35171141,34,5,2,2
35720283,34,5,1,1
40463968,34,5,0,2
41286707,34,5,0,1
46157368,34,5,0,2
46924005,34,5,1,1
48379755,34,5,0,2
50231329,34,5,0,2
50350594,34,5,1,1
52431824,34,5,1,2
52662279,34,5,1,2
53102315,34,5,1,2
53963465,34,5,0,2
56444630,34,5,1,2
56703046,34,5,2,2
57295647,34,5,0,3
58018657,34,5,0,2
59165186,34,5,0,2
61881048,34,5,0,2
62457914,34,5,1,1
63698651,34,5,0,1
66191717,34,5,0,1
67086906,34,5,0,2
72928075,34,5,0,1
75846707,34,5,0,2
81863161,34,5,0,2
83264288,34,5,1,3
85206902,34,5,0,1
85889519,34,5,1,2
87652723,34,5,2,2
90413178,34,5,0,1
95302937,34,5,0,2
95329351,34,5,1,3
95730959,34,5,1,1
99343235,34,5,1,1
2162147,35,5,1,2
3871438,35,5,1,1
7425255,35,5,1,2
8395668,35,5,1,2
13043143,35,5,0,2
13647851,35,5,0,2
18622371,35,5,1,1
27147397,35,5,1,1
27214138,35,5,0,2
32690343,35,5,0,2
34986831,35,5,0,1
35725111,35,5,1,1
38588756,35,5,1,1
45159611,35,5,1,1
46925973,35,5,0,1
49251717,35,5,1,1
51637258,35,5,0,2
53963465,35,5,0,2
56667312,35,5,1,1
58153216,35,5,0,4
64491296,35,5,0,1
64575432,35,5,0,1
67086906,35,5,0,2
67322705,35,5,0,3
69214527,35,5,0,2
69978415,35,5,0,1
70665159,35,5,1,1
75733867,35,5,2,2
75871887,35,5,1,2
77191967,35,5,1,2
78556736,35,5,1,1
81533515,35,5,1,3
85206902,35,5,0,2
85889519,35,5,1,2
85926918,35,5,0,2
89780607,35,5,0,1
90344615,35,5,0,1
94834655,35,5,1,1
98715771,35,5,1,2
98722668,35,5,0,1
99673600,35,5,0,3
6706196,36,5,0,2
8766456,36,5,1,3
10991977,36,5,0,3
11028809,36,5,1,1
11896808,36,5,1,1
14094051,36,5,0,1
18254827,36,5,2,2
22918307,36,5,0,2
28784982,36,5,0,3
31280872,36,5,0,2
31334661,36,5,0,2
31755318,36,5,0,2
36366794,36,5,0,1
39249814,36,5,0,2
40033010,36,5,1,1
40568984,36,5,0,3
45743173,36,5,0,2
46157368,36,5,1,3
46301486,36,5,1,2
46925973,36,5,0,2
49069808,36,5,0,1
53641537,36,5,1,2
54460278,36,5,1,2
57384060,36,5,0,2
62454703,36,5,1,2
63389807,36,5,2,1
64762291,36,5,0,3
70066648,36,5,0,1
75029471,36,5,0,2
75217781,36,5,0,1
75591895,36,5,0,2
79197641,36,5,0,1
80122549,36,5,0,1
82783405,36,5,1,1
87160220,36,5,0,2
87596575,36,5,0,1
89321881,36,5,0,1
89545249,36,5,0,2
90479876,36,5,0,2
91119319,36,5,1,1
92007001,36,5,0,1
95615886,36,5,1,2
95677821,36,5,0,1
96110401,36,5,0,1
96438209,36,5,0,1
1870854,37,5,1,3
2162147,37,5,1,2
8122514,37,5,1,1
14094051,37,5,0,2
14235448,37,5,0,1
15490431,37,5,0,2
17288473,37,5,0,2
19412198,37,5,0,1
22918307,37,5,0,2
23798448,37,5,0,2
23892525,37,5,1,1
26185746,37,5,1,2
27454182,37,5,0,1
27899377,37,5,0,1
34590222,37,5,1,2
39124103,37,5,0,2
41959880,37,5,1,3
43275013,37,5,0,2
43493245,37,5,0,2
46925973,37,5,0,2
48304290,37,5,0,1
50559122,37,5,0,1
50989859,37,5,1,2
53641537,37,5,1,2
61374326,37,5,0,1
63977690,37,5,0,1
64575432,37,5,1,2
67326826,37,5,1,1
68169362,37,5,1,2
69960287,37,5,2,1
75029471,37,5,0,2
78998288,37,5,1,1
82266547,37,5,1,2
93737319,37,5,0,1
95126395,37,5,0,1
95134586,37,5,1,2
97697985,37,5,1,2
98715771,37,5,0,2
98797912,37,5,1,1
1870854,38,5,0,2
5554946,38,5,0,3
5730216,38,5,0,1
8401650,38,5,0,2
11268698,38,5,1,1
13300200,38,5,0,1
14377968,38,5,0,1
14385229,38,5,1,2
19686173,38,5,0,1
33448533,38,5,0,1
35341489,38,5,1,2
37095612,38,5,0,2
39051182,38,5,1,1
42468071,38,5,1,1
43275013,38,5,0,2
45258030,38,5,1,2
46301486,38,5,0,2
54860688,38,5,0,1
59730135,38,5,1,1
60752558,38,5,0,1
65967282,38,5,0,2
73908165,38,5,0,1
74018910,38,5,0,2
80272462,38,5,0,1
90055590,38,5,0,1
93063261,38,5,0,2
94608275,38,5,0,2
98199443,38,5,0,2
5426551,39,5,1,2
6706196,39,5,0,2
8618387,39,5,0,1
8766456,39,5,0,3
10275160,39,5,0,2
11420601,39,5,1,3
12605708,39,5,0,2
13007613,39,5,0,2
13153440,39,5,0,1
18329697,39,5,1,1
20505858,39,5,0,1
22475911,39,5,1,2
23356913,39,5,0,1
23433692,39,5,1,1
30226747,39,5,0,2
37411389,39,5,0,2
38083365,39,5,1,1
38744549,39,5,0,2
39455139,39,5,1,2
43196456,39,5,0,1
44627911,39,5,0,1
48379755,39,5,1,2
59280957,39,5,0,2
61981034,39,5,1,2
65967282,39,5,0,2
66572640,39,5,0,1
67575622,39,5,0,1
70938991,39,5,1,1
72596933,39,5,0,2
74962771,39,5,1,1
85889519,39,5,1,2
98807031,39,5,0,2
446873,40,5,0,2
6720880,40,5,0,2
10585234,40,5,0,1
15771753,40,5,1,4
18084473,40,5,1,1
22435400,40,5,0,1
24290229,40,5,0,1
30226747,40,5,0,2
30798527,40,5,0,2
33244048,40,5,0,1
35471859,40,5,1,1
37095612,40,5,0,2
42372876,40,5,0,1
42738263,40,5,1,1
45258030,40,5,1,3
46704024,40,5,1,2
48147376,40,5,0,3
48379755,40,5,0,2
49016076,40,5,0,3
53596518,40,5,1,3
54191846,40,5,0,3
54329204,40,5,1,3
59823316,40,5,1,2
61325828,40,5,0,2
61758655,40,5,1,2
62028350,40,5,0,2
64253820,40,5,0,1
66228133,40,5,1,1
67139834,40,5,0,2
72014806,40,5,0,1
74018910,40,5,0,4
76128466,40,5,0,2
83078878,40,5,0,4
83354582,40,5,1,1
88369215,40,5,1,3
91461038,40,5,1,1
98776154,40,5,0,2
7330683,41,5,0,1
9478238,41,5,1,1
11924320,41,5,0,2
12550400,41,5,0,1
12605708,41,5,0,3
14148816,41,5,2,2
22435400,41,5,0,2
24110530,41,5,0,1
30798527,41,5,0,2
34016893,41,5,1,2
41772979,41,5,0,1
44078178,41,5,1,3
46438017,41,5,1,1
47499811,41,5,0,3
47930194,41,5,0,2
48379755,41,5,0,2
48431887,41,5,0,1
53466892,41,5,1,2
54622003,41,5,0,1
57497995,41,5,0,1
57860797,41,5,0,1
59529717,41,5,0,2
60194391,41,5,0,1
60554627,41,5,0,2
65212407,41,5,0,1
66149550,41,5,1,2
66199481,41,5,0,2
73567413,41,5,0,2
75646614,41,5,0,3
82050544,41,5,2,2
82666141,41,5,2,1
83078878,41,5,0,4
84871472,41,5,0,1
87729654,41,5,0,3
88452131,41,5,1,1
99307081,41,5,0,2
4202474,42,5,0,1
4665031,42,5,0,2
4712314,42,5,0,1
12707209,42,5,0,2
13040479,42,5,0,1
13430627,42,5,0,2
13448570,42,5,0,1
18681033,42,5,0,2
24110530,42,5,1,2
25546271,42,5,0,1
28800424,42,5,0,2
33587832,42,5,2,3
39626328,42,5,1,2
40325033,42,5,1,1
43056143,42,5,1,4
44058214,42,5,1,3
48420674,42,5,1,2
55410955,42,5,0,2
59052433,42,5,1,2
60919609,42,5,0,2
61196706,42,5,0,2
64550740,42,5,0,2
64575432,42,5,1,2
64773764,42,5,1,2
67495146,42,5,1,1
68653374,42,5,1,2
71922299,42,5,1,1
75366520,42,5,2,4
76436501,42,5,0,2
77163533,42,5,0,1
82050544,42,5,2,2
84045302,42,5,1,3
84503761,42,5,1,3
85210881,42,5,0,2
87729654,42,5,0,3
90499802,42,5,2,2
91402747,42,5,1,1
96196635,42,5,0,2
2224771,43,5,1,2
2833144,43,5,0,5
3695643,43,5,0,4
3948513,43,5,1,2
6706196,43,5,0,2
7037939,43,5,0,1
10315244,43,5,0,1
12498255,43,5,0,2
19427988,43,5,1,1
24110530,43,5,1,2
24412273,43,5,0,2
24588202,43,5,0,3
28800424,43,5,0,2
28825313,43,5,0,3
35137684,43,5,0,3
37660084,43,5,1,3
42429457,43,5,1,1
46083069,43,5,1,3
47499811,43,5,0,4
48332872,43,5,1,2
48379755,43,5,0,2
52678064,43,5,1,3
55657448,43,5,0,1
57693976,43,5,0,2
62133402,43,5,0,2
66962252,43,5,0,1
67105070,43,5,0,1
67721547,43,5,0,2
68616957,43,5,0,3
70109388,43,5,1,1
72630315,43,5,1,3
74378832,43,5,0,2
75421264,43,5,1,2
82050544,43,5,2,2
83154622,43,5,0,2
84056595,43,5,0,2
84503761,43,5,1,2
84753721,43,5,0,2
85210881,43,5,0,3
93300809,43,5,0,1
96345772,43,5,0,1
96951007,43,5,0,2
98041751,43,5,0,2
12707209,44,5,1,2
17288473,44,5,1,2
24110530,44,5,1,2
24374320,44,5,0,2
30798527,44,5,0,3
32770008,44,5,1,2
34581114,44,5,0,3
35318524,44,5,1,2
44826736,44,5,0,2
48379755,44,5,0,2
49723810,44,5,2,2
51144619,44,5,0,1
52142323,44,5,0,1
54575386,44,5,1,1
60963995,44,5,0,2
67341732,44,5,2,2
69613119,44,5,0,2
74769634,44,5,0,2
77651426,44,5,1,3
78855026,44,5,0,4
80341049,44,5,1,1
84056595,44,5,0,2
84570150,44,5,1,1
90921288,44,5,0,1
95134586,44,5,0,2
97097844,44,5,0,5
1869052,45,5,1,2
1870854,45,5,1,3
2224771,45,5,1,2
6720880,45,5,1,3
7096938,45,5,0,1
8066624,45,5,1,1
10301911,45,5,0,2
12007047,45,5,0,3
16024752,45,5,1,2
17288473,45,5,1,2
23009768,45,5,1,1
27438918,45,5,0,2
29274563,45,5,0,5
32770008,45,5,1,2
33174682,45,5,0,1
37283943,45,5,0,2
40537679,45,5,0,2
43848789,45,5,0,1
50339440,45,5,1,1
62819995,45,5,0,1
64185328,45,5,1,1
66546901,45,5,0,1
67244093,45,5,0,2
67322705,45,5,0,3
71487455,45,5,0,2
72314212,45,5,0,2
74769634,45,5,0,2
77554462,45,5,0,1
77790124,45,5,0,1
82872353,45,5,0,2
84858334,45,5,0,3
85210881,45,5,1,3
88881904,45,5,0,1
1870854,46,5,1,3
3456542,46,5,0,2
6143546,46,5,1,2
10301911,46,5,1,2
12707209,46,5,1,2
17813923,46,5,0,4
20703391,46,5,0,2
22700910,46,5,0,2
23009768,46,5,1,1
28677255,46,5,0,1
40936490,46,5,0,2
41250340,46,5,0,3
41876413,46,5,0,1
46094462,46,5,2,2
47499811,46,5,0,3
48090699,46,5,1,2
48505119,46,5,0,1
54329204,46,5,0,2
60327950,46,5,0,2
62511081,46,5,0,3
64068765,46,5,2,1
64964515,46,5,0,1
65474770,46,5,0,1
71573903,46,5,2,3
72607336,46,5,2,1
73567413,46,5,0,4
75405501,46,5,0,3
76436501,46,5,0,2
82137124,46,5,0,2
82872353,46,5,0,2
83055170,46,5,0,3
85364169,46,5,2,2
91137750,46,5,0,1
93039671,46,5,1,2
1292728,47,5,0,1
1357227,47,5,0,2
2328173,47,5,0,2
7157713,47,5,1,1
12007047,47,5,0,2
24355297,47,5,1,2
24695972,47,5,0,2
28167559,47,5,0,2
30045702,47,5,1,2
32770008,47,5,1,2
45108736,47,5,1,3
45209452,47,5,1,2
45788671,47,5,2,2
55350415,47,5,1,1
58721927,47,5,0,2
67244093,47,5,0,2
74298830,47,5,0,1
74917541,47,5,1,2
79527853,47,5,1,2
80341049,47,5,1,2
82281926,47,5,0,1
83380613,47,5,1,1
84492945,47,5,1,3
88679922,47,5,0,2
90499802,47,5,1,4
90728688,47,5,1,3
99529779,47,5,0,3
955184,48,5,0,2
12431854,48,5,0,2
16082562,48,5,1,2
22700910,48,5,0,2
32625928,48,5,0,2
43775708,48,5,0,2
45788671,48,5,2,2
55677375,48,5,0,1
56981247,48,5,0,1
58721927,48,5,0,1
59286121,48,5,1,1
63335190,48,5,1,2
67244093,48,5,1,2
69202094,48,5,1,1
69714599,48,5,0,2
76980325,48,5,0,2
77980883,48,5,0,2
83734901,48,5,0,2
85950198,48,5,0,2
91752705,48,5,0,1
99307081,48,5,0,2
99791065,48,5,1,2
1357227,49,5,0,3
29366054,49,5,0,2
32625928,49,5,0,2
41299943,49,5,2,3
46559281,49,5,0,1
48359200,49,5,0,3
49052288,49,5,0,2
51666785,49,5,0,1
53343178,49,5,0,1
60576707,49,5,0,5
61325828,49,5,1,3
65750047,49,5,1,1
75490514,49,5,0,3
76375561,49,5,0,2
80341049,49,5,0,2
80606942,49,5,0,2
83078878,49,5,1,3
89337926,49,5,1,2
4471216,50,5,0,2
11924320,50,5,0,3
22095162,50,5,0,3
39150217,50,5,0,2
44379224,50,5,1,3
48806707,50,5,1,3
57506521,50,5,0,2
63335190,50,5,2,2
70621573,50,5,1,2
73517909,50,5,0,2
73670419,50,5,0,1
82129898,50,5,0,1
82763398,50,5,0,4
90910480,50,5,1,1
91353066,50,5,1,2
91599747,50,5,1,1
91710192,50,5,2,2
95134586,50,5,0,4
95477788,50,5,0,3
1868806,51,5,0,2
3129615,51,5,0,2
4176129,51,5,2,2
11924320,51,5,0,3
17813923,51,5,0,4
21180745,51,5,1,2
22465049,51,5,0,3
22756094,51,5,0,1
27203421,51,5,1,2
28698958,51,5,0,1
33283970,51,5,0,3
36634027,51,5,1,4
41299943,51,5,1,3
45492062,51,5,0,4
54413905,51,5,1,1
56178454,51,5,0,2
64215027,51,5,0,4
65399479,51,5,0,4
76049632,51,5,1,2
78744150,51,5,0,3
80197616,51,5,1,3
81088879,51,5,0,1
84753721,51,5,0,4
86422389,51,5,0,2
88952810,51,5,1,1
93039671,51,5,0,2
191852,52,5,1,3
2632177,52,5,1,4
4051315,52,5,1,1
11602580,52,5,0,3
11924320,52,5,0,3
13658572,52,5,1,2
14426708,52,5,0,2
15962179,52,5,0,2
17024615,52,5,0,1
17555969,52,5,1,2
18437628,52,5,0,1
22700910,52,5,1,3
30593053,52,5,1,4
33283970,52,5,0,3
33793924,52,5,0,2
33844715,52,5,1,2
35054886,52,5,0,3
41299943,52,5,1,2
44768468,52,5,0,3
47068104,52,5,0,2
48617371,52,5,0,1
51818968,52,5,2,2
52617756,52,5,0,1
54144071,52,5,1,1
58183686,52,5,1,2
61188184,52,5,0,2
68138260,52,5,1,3
73567413,52,5,0,3
77132057,52,5,1,2
77766491,52,5,1,2
81088879,52,5,0,2
85162460,52,5,1,3
90227578,52,5,1,1
92526884,52,5,0,1
93742131,52,5,0,1
97069522,52,5,0,2
97662178,52,5,2,3
99103183,52,5,0,2
2051209,53,5,0,1
4471216,53,5,0,2
18301956,53,5,0,2
18369152,53,5,0,1
21943535,53,5,0,2
22700910,53,5,2,3
23442834,53,5,1,1
28002917,53,5,1,2
30593053,53,5,1,4
33283970,53,5,1,3
42908744,53,5,0,2
43220572,53,5,1,1
45541754,53,5,0,4
48261912,53,5,1,2
58089288,53,5,0,2
58791394,53,5,0,1
69074904,53,5,0,3
70644303,53,5,1,4
72089898,53,5,0,4
75633371,53,5,1,4
78779467,53,5,0,1
80341049,53,5,1,3
80904887,53,5,0,3
82634472,53,5,1,2
86614529,53,5,1,2
88452131,53,5,1,5
89050119,53,5,1,1
91601724,53,5,0,3
1869052,54,5,0,2
12540398,54,5,0,1
15962179,54,5,1,2
19522147,54,5,0,2
20282209,54,5,2,2
22009502,54,5,0,2
22465049,54,5,2,2
22700910,54,5,2,3
25491350,54,5,0,1
27084269,54,5,1,1
32770008,54,5,0,3
33844715,54,5,1,2
34804162,54,5,1,2
39931562,54,5,0,4
40324392,54,5,0,1
45541754,54,5,0,3
45688333,54,5,1,2
51693821,54,5,1,1
54431708,54,5,2,5
56640814,54,5,0,2
59782427,54,5,1,3
64215027,54,5,2,4
69074904,54,5,0,3
70644303,54,5,1,4
72854922,54,5,0,1
73619636,54,5,1,3
77632207,54,5,2,2
80341049,54,5,0,3
80660365,54,5,0,2
81896850,54,5,0,3
82751735,54,5,2,3
84323180,54,5,0,2
86939179,54,5,0,1
88266441,54,5,0,2
91601724,54,5,0,2
95477788,54,5,1,3
99332442,54,5,0,3
191852,55,5,0,3
4471216,55,5,0,3
10496338,55,5,0,1
17024615,55,5,1,2
21039704,55,5,0,3
22700910,55,5,2,3
23546242,55,5,0,2
32100244,55,5,1,2
34804162,55,5,1,2
40549366,55,5,0,2
40828311,55,5,0,2
46039563,55,5,1,1
51367464,55,5,1,2
53005406,55,5,0,3
56640814,55,5,0,2
61491827,55,5,1,3
69074904,55,5,0,3
71637874,55,5,0,1
80341049,55,5,0,2
81775427,55,5,1,3
90355606,55,5,1,2
95595626,55,5,0,4
1026666,56,5,0,3
8354775,56,5,0,2
15557525,56,5,1,4
17024615,56,5,0,2
17555969,56,5,1,2
19534642,56,5,0,4
24380917,56,5,1,3
26592509,56,5,0,1
33654736,56,5,1,2
39130674,56,5,1,2
43337886,56,5,1,1
46732113,56,5,0,3
48680773,56,5,0,2
50626154,56,5,0,3
52678064,56,5,1,3
59227455,56,5,2,3
67047396,56,5,1,3
68593041,56,5,0,3
70072178,56,5,0,1
70684488,56,5,2,2
71878407,56,5,1,2
79527853,56,5,1,3
81088879,56,5,0,3
84119972,56,5,1,3
87545702,56,5,1,2
90071524,56,5,0,2
4021273,57,5,1,2
4982975,57,5,1,3
11602580,57,5,0,4
17139324,57,5,0,3
27124633,57,5,1,2
31632254,57,5,1,1
33283970,57,5,0,4
34804162,57,5,0,2
41345425,57,5,0,3
45688333,57,5,0,3
59529237,57,5,1,2
64651105,57,5,0,1
75533015,57,5,1,3
76308416,57,5,0,2
76906228,57,5,0,3
79499710,57,5,1,3
87545702,57,5,1,2
89116814,57,5,1,2
92278211,57,5,1,1
97645224,57,5,0,1
12432781,58,5,0,2
15557525,58,5,0,5
17927420,58,5,2,1
19020843,58,5,1,6
22465049,58,5,1,2
24380917,58,5,1,2
30593053,58,5,0,4
32578284,58,5,0,4
41345425,58,5,0,3
43220572,58,5,1,3
45688333,58,5,0,3
53417826,58,5,0,3
66948688,58,5,0,4
67227085,58,5,0,1
69074904,58,5,0,2
72982374,58,5,1,3
84119972,58,5,0,2
8088325,59,5,0,3
14787660,59,5,2,2
15060895,59,5,1,1
19692729,59,5,1,1
20005729,59,5,0,3
21037955,59,5,0,2
22898730,59,5,1,1
23695189,59,5,0,2
27247142,59,5,2,3
30098436,59,5,1,2
30593053,59,5,0,4
35407194,59,5,1,4
50477566,59,5,0,2
52895021,59,5,1,2
60969054,59,5,0,4
65741153,59,5,0,1
65846694,59,5,1,2
68423211,59,5,0,3
70319147,59,5,1,1
77498912,59,5,0,4
94115184,59,5,0,2
1874307,60,5,0,3
4471216,60,5,0,2
9661629,60,5,0,1
13611144,60,5,0,4
13836946,60,5,1,2
16812174,60,5,0,3
19913578,60,5,0,3
30436651,60,5,2,2
31431053,60,5,1,2
42787098,60,5,1,2
51334483,60,5,0,2
52426825,60,5,0,1
55587702,60,5,1,1
60969054,60,5,0,3
66948688,60,5,0,3
69718579,60,5,1,2
80444576,60,5,2,1
94079813,60,5,0,3
17214936,61,5,1,2
23695189,61,5,0,2
40740168,61,5,0,4
42697615,61,5,0,2
50328539,61,5,1,3
56207528,61,5,0,4
58504256,61,5,0,4
65846694,61,5,1,2
66366186,61,5,2,3
70265365,61,5,0,3
70602837,61,5,1,1
73250700,61,5,1,2
83924400,61,5,1,5
87883229,61,5,0,1
88452131,61,5,0,3
90725909,61,5,1,3
95477788,61,5,0,2
59294,62,5,1,2
601770,62,5,0,1
20809800,62,5,1,2
30436651,62,5,0,3
33844715,62,5,0,2
38742926,62,5,2,2
44576848,62,5,2,3
46646098,62,5,0,2
58504256,62,5,0,4
58531352,62,5,2,1
61706125,62,5,0,2
67056477,62,5,0,3
70602837,62,5,1,2
81558986,62,5,0,2
81730657,62,5,0,2
85162460,62,5,0,3
95595626,62,5,1,2
59294,63,5,1,2
2284753,63,5,0,1
5214703,63,5,0,3
25818717,63,5,0,2
27045441,63,5,0,2
32090445,63,5,1,2
32491199,63,5,1,2
33283970,63,5,0,4
40676230,63,5,1,4
45854464,63,5,0,2
48164553,63,5,1,3
52503465,63,5,2,2
67748264,63,5,1,2
69578581,63,5,0,3
70602837,63,5,2,2
74271744,63,5,1,1
76906228,63,5,1,3
99626253,63,5,1,3
4121953,64,5,1,1
18503949,64,5,0,3
32908753,64,5,1,2
33283970,64,5,0,3
34378603,64,5,1,2
36592292,64,5,1,1
38742926,64,5,2,3
41206006,64,5,2,3
42697615,64,5,0,3
42711053,64,5,0,1
55607676,64,5,1,4
61680445,64,5,1,2
63370162,64,5,1,3
73123356,64,5,2,3
87401296,64,5,0,3
99626253,64,5,1,4
1962825,32,4,0,1
2682166,32,4,1,2
5008411,32,4,0,2
11068102,32,4,1,1
11515603,32,4,0,2
13418079,32,4,0,1
13572178,32,4,1,2
15920054,32,4,0,2
17857195,32,4,0,1
18557837,32,4,0,1
21124704,32,4,1,1
23166917,32,4,1,2
27102724,32,4,1,1
27465320,32,4,1,1
27792632,32,4,1,1
29345941,32,4,1,1
30605635,32,4,2,2
32844604,32,4,0,1
36098924,32,4,0,2
36295118,32,4,0,2
38475527,32,4,1,3
39218866,32,4,0,1
39925930,32,4,1,2
44576262,32,4,0,1
46605455,32,4,1,1
48325703,32,4,2,2
48379755,32,4,0,2
49258103,32,4,2,2
51637258,32,4,0,2
53109584,32,4,0,1
53906224,32,4,0,1
55314346,32,4,0,2
56234644,32,4,0,2
57384060,32,4,0,2
58624582,32,4,0,1
58768134,32,4,1,2
59052433,32,4,0,2
60776831,32,4,0,1
65363199,32,4,0,1
66838282,32,4,0,2
67086906,32,4,0,1
67690010,32,4,0,1
70658841,32,4,0,1
71763954,32,4,0,1
74276563,32,4,0,2
75903920,32,4,1,1
76725768,32,4,1,2
77194660,32,4,0,2
77296214,32,4,0,1
77395204,32,4,0,1
80096114,32,4,2,2
80624760,32,4,1,1
81111759,32,4,0,2
84674561,32,4,1,1
85762308,32,4,1,3
89899441,32,4,0,1
91392397,32,4,0,2
93466088,32,4,1,1
94306042,32,4,1,1
96101008,32,4,0,3
97175387,32,4,0,2
692775,33,4,0,2
1288641,33,4,0,1
1834484,33,4,0,1
7327917,33,4,0,1
9324957,33,4,1,1
10126497,33,4,0,2
11515603,33,4,0,2
11771043,33,4,0,1
14148816,33,4,1,2
14913612,33,4,1,2
15490431,33,4,0,2
17520663,33,4,1,3
18507400,33,4,1,2
18586107,33,4,0,3
19647129,33,4,1,2
21295165,33,4,1,1
23911520,33,4,1,1
27591910,33,4,0,1
28432195,33,4,0,2
31317747,33,4,1,1
31703623,33,4,1,2
32640846,33,4,0,1
34105881,33,4,0,1
38011950,33,4,0,1
39204758,33,4,1,2
40208801,33,4,1,3
42650575,33,4,1,2
42853362,33,4,0,2
43056143,33,4,0,2
47499811,33,4,0,3
47959510,33,4,0,1
48507416,33,4,1,1
52669720,33,4,0,2
53513677,33,4,1,1
55314346,33,4,0,2
61986144,33,4,0,4
62028350,33,4,0,2
63385044,33,4,1,1
66227795,33,4,2,2
68749341,33,4,0,1
72554820,33,4,2,1
74999486,33,4,2,2
75349500,33,4,1,1
76547674,33,4,0,2
76801797,33,4,0,2
79989237,33,4,0,2
80411857,33,4,0,1
80761780,33,4,0,1
86141555,33,4,0,2
87174206,33,4,0,2
92909653,33,4,1,2
93606184,33,4,1,1
94147915,33,4,1,2
94994623,33,4,1,2
95040541,33,4,1,2
98028255,33,4,0,1
98715771,33,4,1,2
494714,34,4,0,2
1603660,34,4,0,1
3105466,34,4,0,1
4094998,34,4,0,1
7425255,34,4,1,1
8903021,34,4,2,2
10126497,34,4,0,2
10896195,34,4,1,2
13056178,34,4,0,1
13313123,34,4,0,2
14015248,34,4,0,1
16068500,34,4,0,1
17164588,34,4,1,1
18880734,34,4,0,1
19351094,34,4,1,2
23692913,34,4,0,1
24412273,34,4,0,2
24739239,34,4,1,3
25455897,34,4,1,2
26924486,34,4,1,2
26939038,34,4,1,1
27256984,34,4,0,1
27944019,34,4,1,1
28946485,34,4,0,2
29547109,34,4,0,1
31750303,34,4,0,2
34340265,34,4,0,1
35459326,34,4,0,1
40889860,34,4,1,2
42575406,34,4,1,2
43305329,34,4,1,3
43573558,34,4,1,2
43635029,34,4,0,2
47281265,34,4,1,2
47499811,34,4,0,2
48968359,34,4,1,2
49642547,34,4,0,1
50018475,34,4,0,1
50272164,34,4,0,1
51110822,34,4,0,2
53824570,34,4,1,1
54049623,34,4,1,2
54774386,34,4,0,1
57521685,34,4,0,4
58768134,34,4,1,2
62028350,34,4,0,2
62424866,34,4,0,3
62798555,34,4,0,2
62831804,34,4,0,2
69304753,34,4,0,2
71439110,34,4,0,1
72633671,34,4,0,1
75733867,34,4,2,2
76421601,34,4,1,1
76468732,34,4,1,1
76942502,34,4,1,1
78088120,34,4,1,1
78172485,34,4,0,1
78391111,34,4,2,1
82766893,34,4,0,2
84747451,34,4,1,1
85594242,34,4,0,3
86553743,34,4,0,2
87311288,34,4,0,3
88858474,34,4,1,1
89881868,34,4,0,1
90469411,34,4,1,2
94899726,34,4,0,2
95673320,34,4,0,2
97865932,34,4,0,2
98307086,34,4,0,3
98715771,34,4,1,2
99121953,34,4,2,2
99673600,34,4,0,3
4943485,35,4,1,2
5284642,35,4,1,2
6706196,35,4,0,2
7318266,35,4,1,2
9967561,35,4,0,1
17901105,35,4,1,1
21724986,35,4,0,2
21947513,35,4,0,1
22619577,35,4,1,2
22918307,35,4,0,2
24739239,35,4,1,3
25455897,35,4,1,2
27148197,35,4,0,1
28929200,35,4,0,1
28946485,35,4,0,3
29458333,35,4,0,1
29691748,35,4,2,2
30715358,35,4,1,1
31750303,35,4,0,3
32990826,35,4,0,2
33161067,35,4,1,1
36929038,35,4,1,3
37449130,35,4,1,1
37786553,35,4,0,2
38263315,35,4,1,2
40208801,35,4,0,2
40386443,35,4,0,1
40580835,35,4,0,2
42868849,35,4,0,2
43264136,35,4,0,1
43305329,35,4,1,3
43635029,35,4,0,3
44208067,35,4,1,2
45258030,35,4,1,2
45804457,35,4,0,2
45992437,35,4,0,2
47281265,35,4,1,2
48108667,35,4,1,1
49944406,35,4,1,2
51162153,35,4,0,2
54538240,35,4,1,2
56339653,35,4,1,1
57422340,35,4,2,1
58768134,35,4,1,2
68061421,35,4,0,3
69656992,35,4,0,1
69773796,35,4,1,2
72592319,35,4,1,1
76768757,35,4,0,1
78113081,35,4,1,2
79071654,35,4,0,2
81863161,35,4,0,2
83007240,35,4,0,1
83542572,35,4,1,2
85598704,35,4,0,1
87652723,35,4,2,2
87697650,35,4,1,1
